order_id,customer_name,amount,order_date,status,product
ORD_1001,Aakash Jain,538.27,2026-08-20 20:49:00,completed,Blue T-Shirt
ORD_1002,Nandini Choudhury,2547.79,2026-08-21 03:48:00,completed,Keyboard
ORD_1003,Arjun Mehta,1232.99,2026-08-21 08:40:00,completed,Desk Lamp
ORD_1004,Pooja Desai,355.42,2026-08-21 23:58:00,completed,Water Bottle
ORD_1005,Deepika Rao,543.27,2026-08-21 05:54:00,completed,Blue T-Shirt
ORD_1006,Vikram Singh,1833.05,2026-08-20 17:58:00,completed,Backpack
ORD_1007,Karthik Sundaram,332.75,2026-08-21 01:48:00,completed,Mouse Pad
ORD_1008,Rohit Joshi,543.96,2026-08-20 17:39:00,completed,Blue T-Shirt
ORD_1009,Sneha Gupta,1845.47,2026-08-20 17:59:00,completed,Backpack
ORD_1010,Manish Tiwari,1529.55,2026-08-20 18:22:00,completed,Standing Desk Mat
ORD_1011,Divya Kulkarni,292.55,2026-08-21 01:39:00,completed,Phone Case
ORD_1012,Manish Tiwari,1224.05,2026-08-21 05:21:00,completed,Desk Lamp
ORD_1013,Rohit Joshi,500.66,2026-08-20 19:15:00,completed,Blue T-Shirt
ORD_1014,Meera Iyer,215.4,2026-08-21 08:35:00,completed,USB Cable
ORD_1015,Aakash Jain,923.29,2026-08-20 22:12:00,completed,Laptop Stand
ORD_1016,Rajesh Menon,1779.23,2026-08-20 21:17:00,completed,Backpack
ORD_1017,Ananya Reddy,1293.05,2026-08-20 18:16:00,completed,Power Bank
ORD_1018,Aakash Jain,1160.85,2026-08-21 06:38:00,completed,Desk Lamp
ORD_1019,Rahul Sharma,3456.51,2026-08-21 06:28:00,completed,Webcam
ORD_1020,Anjali Saxena,391.51,2026-08-21 00:41:00,completed,Water Bottle
ORD_1021,Rajesh Menon,717.87,2026-08-21 05:17:00,completed,Watch Strap
ORD_1022,Aakash Jain,1944.08,2026-08-21 01:36:00,completed,Monitor Light
ORD_1023,Sanjay Verma,1283.8,2026-08-21 03:42:00,completed,Power Bank
ORD_1024,Aakash Jain,231.33,2026-08-21 05:55:00,completed,Notebook Set
ORD_1025,Anjali Saxena,2969.36,2026-08-20 21:59:00,completed,Running Shoes
ORD_1026,Sneha Gupta,1558.32,2026-08-21 07:07:00,completed,Sunglasses
ORD_1027,Suresh Pillai,441.19,2026-08-20 21:55:00,completed,Water Bottle
ORD_1028,Pooja Desai,1476.62,2026-08-21 03:59:00,completed,Wireless Earbuds
ORD_1029,Aakash Jain,982.24,2026-08-21 05:29:00,completed,Yoga Mat
ORD_1030,Gaurav Malhotra,497.84,2026-08-20 21:31:00,completed,Coffee Mug
ORD_1031,Vikram Singh,1636.09,2026-08-20 19:30:00,completed,Sunglasses
ORD_1032,Amit Kumar,3452.59,2026-08-21 00:40:00,completed,Webcam
ORD_1033,Priya Patel,2981.44,2026-08-21 02:22:00,completed,Running Shoes
ORD_1034,Vikram Singh,1340.28,2026-08-21 00:29:00,completed,Power Bank
ORD_1035,Pooja Desai,212.89,2026-08-21 01:29:00,completed,USB Cable
ORD_1036,Shreya Bhat,199.81,2026-08-20 18:58:00,completed,Notebook Set
ORD_1037,Gaurav Malhotra,311.82,2026-08-20 18:19:00,completed,Phone Case
ORD_1038,Arjun Mehta,2499.18,2026-08-20 22:16:00,completed,Keyboard
ORD_1039,Karthik Sundaram,3485.58,2026-08-20 17:16:00,completed,Webcam
ORD_1040,Anjali Saxena,510.95,2026-08-21 03:58:00,completed,Blue T-Shirt
ORD_1041,Kavita Nair,1260.61,2026-08-20 21:24:00,completed,Power Bank
ORD_1042,Arjun Mehta,1489.81,2026-08-20 18:44:00,completed,Standing Desk Mat
ORD_1043,Sneha Gupta,426.59,2026-08-21 07:05:00,completed,Coffee Mug
ORD_1044,Kavita Nair,407.64,2026-08-21 03:49:00,completed,Water Bottle
ORD_1045,Kavita Nair,250.49,2026-08-21 03:01:00,completed,Phone Case
ORD_1046,Nandini Choudhury,2471.15,2026-08-20 18:46:00,completed,Keyboard
ORD_1047,Sanjay Verma,1538.93,2026-08-20 21:04:00,completed,Wireless Earbuds
ORD_1048,Gaurav Malhotra,934.28,2026-08-20 23:27:00,completed,Laptop Stand
ORD_1049,Amit Kumar,1255.71,2026-08-20 19:27:00,completed,Power Bank
ORD_1050,Nandini Choudhury,3045.84,2026-08-21 02:22:00,completed,Running Shoes
ORD_1051,Anjali Saxena,1229.72,2026-08-20 17:38:00,completed,Desk Lamp
ORD_1052,Rahul Sharma,323.1,2026-08-20 19:47:00,completed,Phone Case
ORD_1053,Nandini Choudhury,264.74,2026-08-20 18:43:00,completed,Phone Case
ORD_1054,Shreya Bhat,1897.66,2026-08-21 23:58:00,completed,Monitor Light
ORD_1055,Karthik Sundaram,1566.57,2026-08-21 00:32:00,completed,Sunglasses
ORD_1056,Rajesh Menon,1606.34,2026-08-21 06:18:00,completed,Sunglasses
ORD_1057,Karthik Sundaram,1192.57,2026-08-20 19:25:00,completed,Desk Lamp
ORD_1058,Vikram Singh,272.63,2026-08-21 01:12:00,completed,Phone Case
ORD_1059,Nandini Choudhury,1913.3,2026-08-21 03:55:00,completed,Monitor Light
ORD_1060,Deepika Rao,2954.69,2026-08-20 19:41:00,completed,Running Shoes
ORD_1061,Suresh Pillai,359.5,2026-08-20 21:03:00,completed,Mouse Pad
ORD_1062,Ananya Reddy,2501.27,2026-08-21 04:23:00,completed,Keyboard
ORD_1063,Shreya Bhat,174.2,2026-08-20 21:21:00,completed,USB Cable
ORD_1064,Sanjay Verma,3486.67,2026-08-20 21:42:00,completed,Webcam
ORD_1065,Vikram Singh,1249.0,2026-08-20 19:18:00,completed,Desk Lamp
ORD_1066,Rajesh Menon,1767.08,2026-08-20 22:46:00,completed,Backpack
ORD_1067,Ritu Bansal,245.56,2026-08-20 23:23:00,completed,USB Cable
ORD_1068,Ritu Bansal,204.22,2026-08-21 04:35:00,completed,Notebook Set
ORD_1069,Meera Iyer,1230.67,2026-08-20 17:26:00,completed,Desk Lamp
ORD_1070,Deepika Rao,262.76,2026-08-21 08:44:00,completed,Phone Case
ORD_1071,Aakash Jain,2491.33,2026-08-21 02:15:00,completed,Keyboard
ORD_1072,Vikram Singh,1873.19,2026-08-21 02:27:00,completed,Monitor Light
ORD_1073,Karthik Sundaram,2504.42,2026-08-21 08:02:00,completed,Keyboard
ORD_1074,Anjali Saxena,253.43,2026-08-21 03:52:00,completed,Phone Case
ORD_1075,Rohit Joshi,169.16,2026-08-20 18:20:00,completed,USB Cable
ORD_1076,Meera Iyer,211.45,2026-08-21 06:56:00,completed,Notebook Set
ORD_1077,Nandini Choudhury,1556.89,2026-08-20 22:34:00,completed,Sunglasses
ORD_1078,Divya Kulkarni,1000.31,2026-08-20 22:01:00,completed,Yoga Mat
