order_id,customer_name,amount,order_date,status,product
ORD_1001,Pooja Desai,3457.69,2026-08-20 18:01:00,completed,Webcam
ORD_1002,Sanjay Verma,1818.81,2026-08-21 01:09:00,completed,Backpack
ORD_1003,Karthik Sundaram,946.31,2026-08-20 19:35:00,completed,Laptop Stand
ORD_1004,Karthik Sundaram,1235.65,2026-08-21 23:57:00,completed,Desk Lamp
ORD_1005,Gaurav Malhotra,686.95,2026-08-21 00:43:00,completed,Watch Strap
ORD_1006,Karthik Sundaram,414.54,2026-08-21 07:09:00,completed,Water Bottle
ORD_1007,Aakash Jain,2498.35,2026-08-20 18:55:00,completed,Keyboard
ORD_1008,Sneha Gupta,517.03,2026-08-21 01:49:00,completed,Blue T-Shirt
ORD_1009,Suresh Pillai,233.17,2026-08-20 23:09:00,completed,USB Cable
ORD_1010,Manish Tiwari,1154.79,2026-08-20 19:05:00,completed,Desk Lamp
ORD_1011,Anjali Saxena,1645.44,2026-08-20 23:45:00,completed,Sunglasses
ORD_1012,Rahul Sharma,1207.84,2026-08-21 19:45:00,completed,Desk Lamp
ORD_1013,Ritu Bansal,1896.27,2026-08-22 06:12:00,completed,Monitor Light
ORD_1014,Sneha Gupta,379.06,2026-08-22 00:12:00,completed,Mouse Pad
ORD_1015,Anjali Saxena,3014.21,2026-08-21 17:05:00,completed,Running Shoes
ORD_1016,Divya Kulkarni,191.3,2026-08-22 08:09:00,completed,USB Cable
ORD_1017,Suresh Pillai,1754.69,2026-08-21 19:54:00,completed,Backpack
ORD_1018,Manish Tiwari,1614.74,2026-08-22 03:59:00,completed,Sunglasses
ORD_1019,Ananya Reddy,1185.95,2026-08-22 07:53:00,completed,Desk Lamp
ORD_1020,Sneha Gupta,210.54,2026-08-21 21:17:00,completed,Notebook Set
ORD_1021,Priya Patel,1631.93,2026-08-21 17:21:00,completed,Sunglasses
ORD_1022,Meera Iyer,3452.6,2026-08-21 21:27:00,completed,Webcam
ORD_1023,Pooja Desai,3537.41,2026-08-22 21:59:00,completed,Webcam
ORD_1024,Rajesh Menon,214.92,2026-08-22 20:24:00,completed,Notebook Set
ORD_1025,Amit Kumar,431.83,2026-08-23 01:22:00,completed,Coffee Mug
ORD_1026,Pooja Desai,2959.84,2026-08-23 04:46:00,completed,Running Shoes
ORD_1027,Amit Kumar,385.42,2026-08-23 03:39:00,completed,Water Bottle
ORD_1028,Karthik Sundaram,1615.49,2026-08-22 22:39:00,completed,Sunglasses
ORD_1029,Divya Kulkarni,400.12,2026-08-22 22:42:00,completed,Water Bottle
ORD_1030,Shreya Bhat,1477.38,2026-08-23 03:05:00,completed,Wireless Earbuds
ORD_1031,Rajesh Menon,1868.44,2026-08-23 05:31:00,completed,Monitor Light
ORD_1032,Kavita Nair,654.02,2026-08-22 20:29:00,completed,Watch Strap
ORD_1033,Anjali Saxena,1632.06,2026-08-23 07:57:00,completed,Sunglasses
ORD_1034,Deepika Rao,656.75,2026-08-24 00:17:00,completed,Watch Strap
ORD_1035,Rohit Joshi,690.58,2026-08-24 06:24:00,completed,Watch Strap
ORD_1036,Anjali Saxena,3523.75,2026-08-24 23:58:00,completed,Webcam
ORD_1037,Karthik Sundaram,3451.7,2026-08-23 17:05:00,completed,Webcam
ORD_1038,Ritu Bansal,282.49,2026-08-23 17:47:00,completed,Notebook Set
ORD_1039,Vikram Singh,1464.24,2026-08-24 08:42:00,completed,Standing Desk Mat
ORD_1040,Rahul Sharma,159.81,2026-08-24 02:36:00,completed,USB Cable
ORD_1041,Manish Tiwari,928.62,2026-08-23 18:22:00,completed,Laptop Stand
ORD_1042,Divya Kulkarni,292.55,2026-08-24 01:39:00,completed,Phone Case
ORD_1043,Manish Tiwari,1224.05,2026-08-24 05:21:00,completed,Desk Lamp
ORD_1044,Rohit Joshi,500.66,2026-08-24 19:15:00,completed,Blue T-Shirt
ORD_1045,Meera Iyer,215.4,2026-08-25 08:35:00,completed,USB Cable
ORD_1046,Aakash Jain,923.29,2026-08-24 22:12:00,completed,Laptop Stand
ORD_1047,Rajesh Menon,1779.23,2026-08-24 21:17:00,completed,Backpack
ORD_1048,Ananya Reddy,1293.05,2026-08-24 18:16:00,completed,Power Bank
ORD_1049,Aakash Jain,1160.85,2026-08-25 06:38:00,completed,Desk Lamp
ORD_1050,Divya Kulkarni,3009.96,2026-08-24 20:48:00,completed,Running Shoes
ORD_1051,Deepika Rao,152.26,2026-08-25 02:44:00,completed,USB Cable
ORD_1052,Vikram Singh,339.84,2026-08-24 19:03:00,completed,Phone Case
ORD_1053,Nikhil Agarwal,2503.0,2026-08-24 19:38:00,completed,Keyboard
ORD_1054,Aakash Jain,256.62,2026-08-24 22:30:00,completed,Notebook Set
ORD_1055,Ananya Reddy,366.01,2026-08-26 03:26:00,completed,Mouse Pad
ORD_1056,Rahul Sharma,2531.49,2026-08-26 07:26:00,completed,Keyboard
